dataset,row_id,feature_group_id,defects,partition
PC1,251,192,False,train
PC1,252,115,False,train
PC1,253,191,False,train
PC1,254,193,False,train
PC1,255,194,False,validation
PC1,256,195,False,validation
PC1,257,196,False,train
PC1,258,197,False,test
PC1,259,198,False,train
PC1,260,199,False,test
PC1,261,200,False,train
PC1,262,201,False,train
PC1,263,202,False,train
PC1,264,203,False,test
PC1,265,204,False,train
PC1,266,205,False,train
PC1,267,205,False,train
PC1,268,177,False,train
PC1,269,206,False,train
PC1,270,207,False,test
PC1,271,208,False,train
PC1,272,209,False,train
PC1,273,210,False,train
PC1,274,211,False,train
PC1,275,212,False,train
PC1,276,213,False,train
PC1,277,214,False,train
PC1,278,215,False,train
PC1,279,216,False,validation
PC1,280,217,False,validation
PC1,281,218,False,train
PC1,282,218,False,train
PC1,283,192,False,train
PC1,284,219,False,train
PC1,285,220,False,train
PC1,286,221,False,validation
PC1,287,222,False,train
PC1,288,223,False,validation
PC1,289,224,False,train
PC1,290,225,False,test
PC1,291,76,False,train
PC1,292,226,False,train
PC1,293,227,False,train
PC1,294,228,False,test
PC1,295,229,False,test
PC1,296,230,False,test
PC1,297,231,False,validation
PC1,298,232,False,train
PC1,299,233,False,train
PC1,300,234,False,validation
PC1,301,235,False,test
PC1,302,236,False,train
PC1,303,237,False,train
PC1,304,238,False,train
PC1,305,225,False,test
PC1,306,239,False,test
PC1,307,240,False,train
PC1,308,241,False,train
PC1,309,242,False,train
PC1,310,243,False,validation
PC1,311,244,False,train
PC1,312,245,False,train
PC1,313,245,False,train
PC1,314,246,False,train
PC1,315,247,False,train
PC1,316,248,False,train
PC1,317,249,False,train
PC1,318,250,False,train
PC1,319,251,False,validation
PC1,320,252,False,validation
PC1,321,253,False,train
PC1,322,225,False,test
PC1,323,254,False,train
PC1,324,255,False,train
PC1,325,256,False,test
PC1,326,257,False,train
PC1,327,258,False,test
PC1,328,259,False,validation
PC1,329,260,False,test
PC1,330,261,False,validation
PC1,331,262,False,train
PC1,332,263,False,train
PC1,333,264,False,validation
PC1,334,225,False,test
PC1,335,265,False,train
PC1,336,266,False,train
PC1,337,267,False,validation
PC1,338,268,False,train
PC1,339,269,False,test
PC1,340,270,False,test
PC1,341,271,False,train
PC1,342,272,False,train
PC1,343,273,False,train
PC1,344,274,False,test
PC1,345,275,False,test
PC1,346,276,False,train
PC1,347,277,False,train
PC1,348,212,False,train
PC1,349,278,False,train
PC1,350,279,False,train
PC1,351,280,False,train
PC1,352,281,False,train
PC1,353,153,False,train
PC1,354,282,False,train
PC1,355,283,False,test
PC1,356,284,False,validation
PC1,357,285,False,test
PC1,358,286,False,test
PC1,359,287,False,validation
PC1,360,288,False,train
PC1,361,289,False,train
PC1,362,290,False,train
PC1,363,291,False,train
PC1,364,292,False,train
PC1,365,293,False,train
PC1,366,294,False,train
PC1,367,295,False,train
PC1,368,269,False,test
PC1,369,296,False,train
PC1,370,297,False,train
PC1,371,298,False,train
PC1,372,299,False,test
PC1,373,300,False,train
PC1,374,301,False,train
PC1,375,302,False,train
PC1,376,303,False,train
PC1,377,304,False,validation
PC1,378,305,False,train
PC1,379,306,False,validation
PC1,380,307,False,train
PC1,381,308,False,train
PC1,382,309,False,test
PC1,383,310,False,test
PC1,384,311,False,test
PC1,385,153,False,train
PC1,386,312,False,test
PC1,387,313,False,train
PC1,388,314,False,train
PC1,389,315,False,validation
PC1,390,316,False,train
PC1,391,317,False,train
PC1,392,318,False,train
PC1,393,319,False,train
PC1,394,320,False,test
PC1,395,321,False,test
PC1,396,322,False,validation
PC1,397,323,False,train
PC1,398,324,False,train
PC1,399,325,False,train
PC1,400,295,False,train
PC1,401,326,False,train
PC1,402,327,False,validation
PC1,403,328,False,train
PC1,404,329,False,train
PC1,405,330,False,train
PC1,406,331,False,train
PC1,407,332,False,train
PC1,408,333,False,validation
PC1,409,334,False,train
PC1,410,335,False,train
PC1,411,336,False,validation
PC1,412,337,False,train
PC1,413,338,False,test
PC1,414,339,False,test
PC1,415,340,False,train
PC1,416,310,False,test
PC1,417,341,False,train
PC1,418,342,False,test
PC1,419,343,False,validation
PC1,420,344,False,train
PC1,421,345,False,test
PC1,422,346,False,train
PC1,423,347,False,validation
PC1,424,348,False,train
PC1,425,349,False,train
PC1,426,350,False,validation
PC1,427,351,False,train
PC1,428,352,False,validation
PC1,429,353,False,validation
PC1,430,325,False,train
PC1,431,354,False,train
PC1,432,355,False,train
PC1,433,356,False,train
PC1,434,357,False,test
PC1,435,358,False,validation
PC1,436,359,False,train
PC1,437,360,False,train
PC1,438,361,False,validation
PC1,439,362,False,train
PC1,440,363,False,validation
PC1,441,364,False,test
PC1,442,365,False,train
PC1,443,366,False,validation
PC1,444,340,False,train
PC1,445,367,False,validation
PC1,446,368,False,train
PC1,447,369,False,train
PC1,448,370,False,train
PC1,449,371,False,train
PC1,450,372,False,validation
PC1,451,373,False,train
PC1,452,374,False,train
PC1,453,375,False,train
PC1,454,376,False,train
PC1,455,353,False,validation
PC1,456,377,False,test
PC1,457,378,False,train
PC1,458,379,False,validation
PC1,459,380,False,train
PC1,460,381,False,validation
PC1,461,382,False,test
PC1,462,383,False,train
PC1,463,384,False,test
PC1,464,385,False,train
PC1,465,386,False,train
PC1,466,366,False,validation
PC1,467,387,False,train
PC1,468,388,False,validation
PC1,469,389,False,train
PC1,470,390,False,train
PC1,471,391,False,train
PC1,472,392,False,train
PC1,473,393,False,train
PC1,474,394,False,train
PC1,475,395,False,train
PC1,476,396,False,train
PC1,477,397,False,train
PC1,478,398,False,train
PC1,479,399,False,test
PC1,480,400,False,train
PC1,481,401,False,validation
PC1,482,402,False,train
PC1,483,403,False,train
PC1,484,404,False,train
PC1,485,405,False,train
PC1,486,406,False,test
PC1,487,407,False,train
PC1,488,408,False,test
PC1,489,409,False,train
PC1,490,410,False,train
PC1,491,411,False,train
PC1,492,412,False,test
PC1,493,413,False,train
PC1,494,414,False,test
PC1,495,415,False,train
PC1,496,416,False,train
PC1,497,417,False,train
PC1,498,418,False,train
PC1,499,419,False,train
PC1,500,420,False,train
PC1,501,421,False,validation
PC1,502,422,False,train
PC1,503,423,False,validation
PC1,504,410,False,train
PC1,505,376,False,train
PC1,506,424,False,train
PC1,507,425,False,train
PC1,508,426,False,train
PC1,509,427,False,validation
PC1,510,428,False,train
PC1,511,429,False,train
PC1,512,430,False,train
PC1,513,23,False,train
PC1,514,431,False,train
PC1,515,432,False,validation
PC1,516,433,False,train
PC1,517,386,False,train
PC1,518,434,False,train
PC1,519,435,False,test
PC1,520,436,False,train
PC1,521,437,False,train
PC1,522,438,False,validation
PC1,523,439,False,train
PC1,524,440,False,train
PC1,525,441,False,test
PC1,526,442,False,train
PC1,527,397,False,train
PC1,528,443,False,train
PC1,529,444,False,train
PC1,530,445,False,train
PC1,531,446,False,validation
PC1,532,447,False,test
PC1,533,448,False,test
PC1,534,419,False,train
PC1,535,449,False,train
PC1,536,450,False,train
PC1,537,451,False,train
PC1,538,452,False,validation
PC1,539,453,False,train
PC1,540,454,False,test
PC1,541,410,False,train
PC1,542,455,False,train
PC1,543,456,False,test
PC1,544,457,False,train
PC1,545,458,False,test
PC1,546,459,False,train
PC1,547,460,False,test
PC1,548,461,False,test
PC1,549,462,False,train
PC1,550,450,False,train
PC1,551,463,False,train
PC1,552,464,False,train
PC1,553,410,False,train
PC1,554,465,False,train
PC1,555,466,False,test
PC1,556,467,False,train
PC1,557,468,False,train
PC1,558,469,False,train
PC1,559,470,False,test
PC1,560,471,False,train
PC1,561,76,False,train
PC1,562,472,False,train
PC1,563,473,False,train
PC1,564,474,False,train
PC1,565,475,False,test
PC1,566,464,False,train
PC1,567,433,False,train
PC1,568,476,False,train
PC1,569,477,False,train
PC1,570,478,False,train
PC1,571,479,False,train
PC1,572,480,False,train
PC1,573,481,False,train
PC1,574,482,False,test
PC1,575,483,False,train
PC1,576,484,False,train
PC1,577,485,False,validation
PC1,578,466,False,test
PC1,579,486,False,train
PC1,580,487,False,test
PC1,581,488,False,train
PC1,582,489,False,validation
PC1,583,442,False,train
PC1,584,477,False,train
PC1,585,490,False,train
PC1,586,491,False,train
PC1,587,492,False,train
PC1,588,76,False,train
PC1,589,493,False,train
PC1,590,466,False,test
PC1,591,494,False,validation
PC1,592,495,False,train
PC1,593,496,False,test
PC1,594,497,False,train
PC1,595,454,False,test
PC1,596,498,False,validation
PC1,597,499,False,train
PC1,598,500,False,train
PC1,599,501,False,validation
PC1,600,502,False,train
PC1,601,503,False,train
PC1,602,504,False,test
PC1,603,505,False,train
PC1,604,506,False,train
PC1,605,507,False,train
PC1,606,508,False,train
PC1,607,464,False,train
PC1,608,509,False,train
PC1,609,510,False,validation
PC1,610,511,False,train
PC1,611,512,False,train
PC1,612,513,False,train
PC1,613,514,False,train
PC1,614,27,False,train
PC1,615,515,False,train
PC1,616,487,False,test
PC1,617,516,False,validation
PC1,618,517,False,train
PC1,619,464,False,train
PC1,620,518,False,train
PC1,621,519,False,train
PC1,622,520,False,train
PC1,623,16,False,validation
PC1,624,487,False,test
PC1,625,521,False,train
PC1,626,522,False,train
PC1,627,489,False,validation
PC1,628,523,False,test
PC1,629,524,False,test
PC1,630,525,False,train
PC1,631,526,False,train
PC1,632,527,False,test
PC1,633,528,False,test
PC1,634,497,False,train
PC1,635,529,False,test
PC1,636,530,False,test
PC1,637,531,False,train
PC1,638,26,False,test
PC1,639,527,False,test
PC1,640,532,False,train
PC1,641,508,False,train
PC1,642,533,False,train
PC1,643,534,False,train
PC1,644,535,False,test
PC1,645,536,False,train
PC1,646,537,False,train
PC1,647,28,False,test
PC1,648,538,False,validation
PC1,649,517,False,train
PC1,650,539,False,train
PC1,651,540,False,test
PC1,652,541,False,train
PC1,653,542,False,validation
PC1,654,543,False,test
PC1,655,29,False,test
PC1,656,544,False,test
PC1,657,545,False,test
PC1,658,546,False,train
PC1,659,547,False,train
PC1,660,548,False,train
PC1,661,549,False,train
PC1,662,550,False,train
PC1,663,551,False,validation
PC1,664,527,False,test
PC1,665,552,False,train
PC1,666,553,False,test
PC1,667,554,False,validation
PC1,668,555,False,train
PC1,669,556,False,train
PC1,670,527,False,test
PC1,671,557,False,validation
PC1,672,558,False,test
PC1,673,559,False,train
PC1,674,560,False,test
PC1,675,561,False,test
PC1,676,562,False,validation
PC1,677,29,False,test
PC1,678,546,False,train
PC1,679,563,False,validation
PC1,680,564,False,train
PC1,681,565,False,train
PC1,682,566,False,train
PC1,683,567,False,test
PC1,684,568,False,train
PC1,685,569,False,train
PC1,686,570,False,train
PC1,687,571,False,test
PC1,688,572,False,train
PC1,689,133,False,test
PC1,690,573,False,test
PC1,691,574,False,train
PC1,692,575,False,train
PC1,693,576,False,train
PC1,694,577,False,test
PC1,695,578,False,train
PC1,696,579,False,test
PC1,697,580,False,train
PC1,698,581,False,train
PC1,699,582,False,validation
PC1,700,583,False,train
PC1,701,584,False,train
PC1,702,585,False,train
PC1,703,586,False,train
PC1,704,587,False,train
PC1,705,588,False,train
PC1,706,589,False,test
PC1,707,590,False,validation
PC1,708,591,False,train
PC1,709,584,False,train
PC1,710,592,False,train
PC1,711,570,False,train
PC1,712,593,False,test
PC1,713,594,False,validation
PC1,714,595,False,train
PC1,715,596,False,train
PC1,716,591,False,train
PC1,717,597,False,train
PC1,718,598,False,validation
PC1,719,599,False,train
PC1,720,600,False,train
PC1,721,601,False,train
PC1,722,585,False,train
PC1,723,602,False,train
PC1,724,597,False,train
PC1,725,603,False,train
PC1,726,604,False,train
PC1,727,605,False,train
PC1,728,606,False,train
PC1,729,607,False,train
PC1,730,592,False,train
PC1,731,608,False,validation
PC1,732,609,False,test
PC1,733,597,False,train
PC1,734,610,False,train
PC1,735,611,False,train
PC1,736,612,False,train
PC1,737,613,False,train
PC1,738,614,False,train
PC1,739,597,False,train
PC1,740,615,False,test
PC1,741,616,False,train
PC1,742,76,False,train
PC1,743,617,False,train
PC1,744,618,False,train
PC1,745,619,False,validation
PC1,746,620,False,train
PC1,747,621,False,train
PC1,748,622,False,test
PC1,749,623,False,train
PC1,750,624,False,test
PC1,751,625,False,test
PC1,752,607,False,train
PC1,753,626,False,validation
PC1,754,627,False,train
PC1,755,628,False,validation
PC1,756,629,False,test
PC1,757,630,False,test
PC1,758,631,False,test
PC1,759,632,False,test
PC1,760,633,False,test
PC1,761,634,False,test
PC1,762,635,False,test
PC1,763,636,False,train
PC1,764,517,False,train
PC1,765,637,False,train
PC1,766,638,False,train
PC1,767,639,False,validation
PC1,768,640,False,train
PC1,769,641,False,validation
PC1,770,642,False,test
PC1,771,626,False,validation
PC1,772,643,False,test
PC1,773,644,False,train
PC1,774,645,False,train
PC1,775,646,False,test
PC1,776,647,False,train
PC1,777,648,False,train
PC1,778,649,False,validation
PC1,779,650,False,train
PC1,780,651,False,train
PC1,781,652,False,train
PC1,782,653,False,train
PC1,783,517,False,train
PC1,784,654,False,validation
PC1,785,655,False,validation
PC1,786,656,False,train
PC1,787,657,False,train
PC1,788,658,False,validation
PC1,789,659,False,validation
PC1,790,660,False,validation
PC1,791,661,False,test
PC1,792,662,False,train
PC1,793,663,False,validation
PC1,794,664,False,validation
PC1,795,665,False,train
PC1,796,666,False,train
PC1,797,667,False,train
PC1,798,668,False,validation
PC1,799,653,False,train
PC1,800,669,False,test
PC1,801,670,False,train
PC1,802,671,False,train
PC1,803,672,False,validation
PC1,804,673,False,train
PC1,805,674,False,train
PC1,806,675,False,train
PC1,807,676,False,train
PC1,808,677,False,validation
PC1,809,517,False,train
PC1,810,662,False,train
PC1,811,584,False,train
PC1,812,678,False,train
PC1,813,679,False,validation
PC1,814,680,False,validation
PC1,815,681,False,test
PC1,816,682,False,train
PC1,817,683,False,test
PC1,818,684,False,validation
PC1,819,685,False,train
PC1,820,668,False,validation
PC1,821,686,False,validation
PC1,822,687,False,train
PC1,823,688,False,train
PC1,824,689,False,validation
PC1,825,690,False,train
PC1,826,674,False,train
PC1,827,691,False,train
PC1,828,692,False,train
PC1,829,693,False,train
PC1,830,694,False,train
PC1,831,695,False,train
PC1,832,696,False,validation
PC1,833,697,False,validation
PC1,834,698,False,train
PC1,835,699,False,train
PC1,836,700,False,train
PC1,837,701,False,validation
PC1,838,702,False,train
PC1,839,703,False,validation
PC1,840,704,False,train
PC1,841,705,False,validation
PC1,842,706,False,train
PC1,843,707,False,train
PC1,844,694,False,train
PC1,845,708,False,train
PC1,846,709,False,train
PC1,847,710,False,train
PC1,848,711,False,test
PC1,849,712,False,train
PC1,850,713,False,train
PC1,851,714,False,test
PC1,852,715,False,test
PC1,853,716,False,test
PC1,854,717,False,train
PC1,855,718,False,train
PC1,856,719,False,validation
PC1,857,519,False,train
PC1,858,720,False,train
PC1,859,721,False,train
PC1,860,722,False,validation
PC1,861,723,False,test
PC1,862,724,False,train
PC1,863,725,False,train
PC1,864,726,False,train
PC1,865,727,False,validation
PC1,866,728,False,validation
PC1,867,729,False,train
PC1,868,730,False,test
PC1,869,731,False,train
PC1,870,732,False,test
PC1,871,733,False,train
PC1,872,734,False,train
PC1,873,735,False,train
PC1,874,736,False,train
PC1,875,737,False,train
PC1,876,738,False,train
PC1,877,739,False,validation
PC1,878,740,False,validation
PC1,879,741,False,train
PC1,880,742,False,validation
PC1,881,743,False,test
PC1,882,136,False,train
PC1,883,744,False,train
PC1,884,745,False,train
PC1,885,746,False,validation
PC1,886,741,False,train
PC1,887,747,False,validation
PC1,888,748,False,train
PC1,889,741,False,train
PC1,890,749,False,train
PC1,891,750,False,test
PC1,892,736,False,train
PC1,893,751,False,train
PC1,894,752,False,test
PC1,895,753,False,train
PC1,896,754,False,train
PC1,897,755,False,test
PC1,898,756,False,train
PC1,899,757,False,train
PC1,900,758,False,train
PC1,901,759,False,test
PC1,902,760,False,validation
PC1,903,761,False,train
PC1,904,762,False,train
PC1,905,763,False,train
PC1,906,764,False,train
PC1,907,517,False,train
PC1,908,765,False,train
PC1,909,766,False,validation
PC1,910,522,False,train
PC1,911,767,False,test
PC1,912,495,False,train
PC1,913,768,False,test
PC1,914,769,False,test
PC1,915,770,False,test
PC1,916,771,False,test
PC1,917,772,False,train
PC1,918,773,False,train
PC1,919,774,False,train
PC1,920,775,False,train
PC1,921,701,False,validation
PC1,922,776,False,train
PC1,923,777,False,train
PC1,924,778,False,train
PC1,925,740,False,validation
PC1,926,779,False,validation
PC1,927,780,False,train
PC1,928,136,False,train
PC1,929,165,False,validation
PC1,930,781,False,validation
PC1,931,782,False,train
PC1,932,783,False,train
PC1,933,784,False,train
PC1,934,785,False,train
PC1,935,786,False,validation
PC1,936,787,False,train
PC1,937,788,False,test
PC1,938,789,False,train
PC1,939,790,False,train
PC1,940,791,False,train
PC1,941,792,False,train
PC1,942,793,False,test
PC1,943,79,False,train
PC1,944,794,False,test
PC1,945,795,False,test
PC1,946,796,False,test
PC1,947,797,False,validation
PC1,948,798,False,test
PC1,949,799,False,train
PC1,950,800,False,train
PC1,951,801,False,train
PC1,952,802,False,train
PC1,953,803,False,train
PC1,954,136,False,train
PC1,955,76,False,train
PC1,956,804,False,train
PC1,957,680,False,validation
PC1,958,805,False,train
PC1,959,519,False,train
PC1,960,806,False,train
PC1,961,807,False,test
PC1,962,808,False,train
PC1,963,809,False,train
PC1,964,810,False,train
PC1,965,811,False,validation
PC1,966,812,False,train
PC1,967,813,False,test
PC1,968,814,False,test
PC1,969,815,False,test
PC1,970,816,False,test
PC1,971,817,False,test
PC1,972,818,False,train
PC1,973,819,False,validation
PC1,974,820,False,test
PC1,975,821,False,validation
PC1,976,822,False,test
PC1,977,823,False,train
PC1,978,824,False,train
PC1,979,825,False,train
PC1,980,826,False,train
PC1,981,827,False,train
PC1,982,828,False,train
PC1,983,829,False,train
PC1,984,830,False,train
PC1,985,831,False,train
PC1,986,832,False,test
PC1,987,833,False,train
PC1,988,834,False,train
PC1,989,835,False,train
PC1,990,836,False,train
PC1,991,837,False,train
PC1,992,838,False,test
PC1,993,839,False,test
PC1,994,840,False,test
PC1,995,841,False,test
PC1,996,842,False,train
PC1,997,843,False,train
PC1,998,844,False,test
PC1,999,845,False,test
PC1,1000,846,False,train
PC1,1001,847,False,train
PC1,1002,848,False,train
PC1,1003,849,False,train
PC1,1004,850,False,train
PC1,1005,851,False,test
PC1,1006,852,False,validation
PC1,1007,853,False,train
PC1,1008,854,False,train
PC1,1009,855,False,validation
PC1,1010,856,False,test
PC1,1011,517,False,train
PC1,1012,857,False,train
PC1,1013,858,False,train
PC1,1014,859,False,validation
PC1,1015,860,False,validation
PC1,1016,861,False,train
PC1,1017,862,False,train
PC1,1018,863,False,validation
PC1,1019,864,False,train
PC1,1020,626,False,validation
PC1,1021,865,False,train
PC1,1022,866,False,validation
PC1,1023,867,False,train
PC1,1024,868,False,train
PC1,1025,869,False,train
PC1,1026,870,False,train
PC1,1027,871,False,train
PC1,1028,872,False,train
PC1,1029,873,False,train
PC1,1030,874,False,test
PC1,1031,875,False,train
PC1,1032,876,False,train
PC1,1033,877,False,train
PC1,1034,878,False,train
PC1,1035,879,False,train
PC1,1036,880,False,train
PC1,1037,881,False,train
PC1,1038,882,False,train
PC1,1039,883,False,train
PC1,1040,884,False,train
PC1,1041,885,False,train
PC1,1042,886,False,train
PC1,1043,887,False,test
PC1,1044,888,False,train
PC1,1045,889,False,validation
PC1,1046,890,False,train
PC1,1047,891,False,test
PC1,1048,892,False,train
PC1,1049,893,False,train
PC1,1050,894,False,validation
PC1,1051,895,False,validation
PC1,1052,896,False,train
PC1,1053,897,False,test
PC1,1054,898,False,train
PC1,1055,899,False,train
PC1,1056,900,False,validation
PC1,1057,901,False,train
PC1,1058,902,False,validation
PC1,1059,903,False,train
PC1,1060,904,False,train
PC1,1061,905,False,train
PC1,1062,906,False,train
PC1,1063,907,False,train
PC1,1064,908,False,test
PC1,1065,909,False,train
PC1,1066,910,False,train
PC1,1067,831,False,train
PC1,1068,911,False,train
PC1,1069,912,False,validation
PC1,1070,913,False,validation
PC1,1071,914,False,validation
PC1,1072,915,False,train
PC1,1073,916,False,train
PC1,1074,917,False,train
PC1,1075,918,False,train
PC1,1076,919,False,validation
PC1,1077,920,False,train
PC1,1078,921,False,train
PC1,1079,922,False,train
PC1,1080,133,False,test
PC1,1081,923,False,train
PC1,1082,924,False,train
PC1,1083,925,False,test
PC1,1084,831,False,train
PC1,1085,926,False,train
PC1,1086,927,False,train
PC1,1087,928,False,train
PC1,1088,781,False,validation
PC1,1089,929,False,test
PC1,1090,930,False,train
PC1,1091,931,False,train
PC1,1092,932,False,validation
PC1,1093,933,False,train
PC1,1094,934,False,train
PC1,1095,935,False,train
PC1,1096,936,False,train
PC1,1097,937,False,validation
PC1,1098,938,False,train
PC1,1099,939,False,train
PC1,1100,940,False,test
PC1,1101,941,False,train
PC1,1102,942,False,train
PC1,1103,943,False,train
PC1,1104,944,False,test
PC1,1105,945,False,test
PC1,1106,831,False,train
PC1,1107,946,False,train
PC1,1108,947,False,train
